round,algorithm,seed,test_accuracy,round_train_seconds,matching_seconds,selected_clients,assignments,task_seeds,guidance_active,guidance_refreshed
42,FedPhoenixRG,1,59.65999984741211,10.360559699998703,0.0,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[{""client_id"": 98, ""task_id"": 0}, {""client_id"": 79, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 10, ""task_id"": 3}, {""client_id"": 3, ""task_id"": 4}, {""client_id"": 12, ""task_id"": 5}, {""client_id"": 29, ""task_id"": 6}, {""client_id"": 26, ""task_id"": 7}, {""client_id"": 54, ""task_id"": 8}, {""client_id"": 58, ""task_id"": 9}]","[4300124, 4301121, 4302118, 4303115, 4304112, 4305109, 4306106, 4307103, 4308100, 4309097]",1,0
43,FedPhoenixRG,1,60.79999923706055,11.074001299974043,0.0,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[{""client_id"": 32, ""task_id"": 0}, {""client_id"": 15, ""task_id"": 1}, {""client_id"": 47, ""task_id"": 2}, {""client_id"": 9, ""task_id"": 3}, {""client_id"": 7, ""task_id"": 4}, {""client_id"": 16, ""task_id"": 5}, {""client_id"": 24, ""task_id"": 6}, {""client_id"": 57, ""task_id"": 7}, {""client_id"": 71, ""task_id"": 8}, {""client_id"": 28, ""task_id"": 9}]","[4400127, 4401124, 4402121, 4403118, 4404115, 4405112, 4406109, 4407106, 4408103, 4409100]",1,0
44,FedPhoenixRG,1,62.060001373291016,9.22512740001548,0.0,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[{""client_id"": 76, ""task_id"": 0}, {""client_id"": 67, ""task_id"": 1}, {""client_id"": 81, ""task_id"": 2}, {""client_id"": 35, ""task_id"": 3}, {""client_id"": 44, ""task_id"": 4}, {""client_id"": 49, ""task_id"": 5}, {""client_id"": 32, ""task_id"": 6}, {""client_id"": 99, ""task_id"": 7}, {""client_id"": 69, ""task_id"": 8}, {""client_id"": 51, ""task_id"": 9}]","[4500130, 4501127, 4502124, 4503121, 4504118, 4505115, 4506112, 4507109, 4508106, 4509103]",1,0
45,FedPhoenixRG,1,50.7599983215332,9.045581499987748,0.0,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[{""client_id"": 42, ""task_id"": 0}, {""client_id"": 4, ""task_id"": 1}, {""client_id"": 95, ""task_id"": 2}, {""client_id"": 71, ""task_id"": 3}, {""client_id"": 84, ""task_id"": 4}, {""client_id"": 22, ""task_id"": 5}, {""client_id"": 61, ""task_id"": 6}, {""client_id"": 5, ""task_id"": 7}, {""client_id"": 10, ""task_id"": 8}, {""client_id"": 28, ""task_id"": 9}]","[4600133, 4601130, 4602127, 4603124, 4604121, 4605118, 4606115, 4607112, 4608109, 4609106]",1,0
46,FedPhoenixRG,1,66.29000091552734,10.431949299992993,0.0,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 52, ""task_id"": 1}, {""client_id"": 80, ""task_id"": 2}, {""client_id"": 26, ""task_id"": 3}, {""client_id"": 37, ""task_id"": 4}, {""client_id"": 44, ""task_id"": 5}, {""client_id"": 85, ""task_id"": 6}, {""client_id"": 1, ""task_id"": 7}, {""client_id"": 99, ""task_id"": 8}, {""client_id"": 55, ""task_id"": 9}]","[4700136, 4701133, 4702130, 4703127, 4704124, 4705121, 4706118, 4707115, 4708112, 4709109]",1,0
47,FedPhoenixRG,1,59.91999816894531,9.488765999965835,0.0,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[{""client_id"": 23, ""task_id"": 0}, {""client_id"": 10, ""task_id"": 1}, {""client_id"": 75, ""task_id"": 2}, {""client_id"": 28, ""task_id"": 3}, {""client_id"": 19, ""task_id"": 4}, {""client_id"": 22, ""task_id"": 5}, {""client_id"": 43, ""task_id"": 6}, {""client_id"": 13, ""task_id"": 7}, {""client_id"": 98, ""task_id"": 8}, {""client_id"": 85, ""task_id"": 9}]","[4800139, 4801136, 4802133, 4803130, 4804127, 4805124, 4806121, 4807118, 4808115, 4809112]",1,0
48,FedPhoenixRG,1,60.22999954223633,8.542074700002559,0.0,"[18, 1, 96, 63, 59, 71, 88, 39, 97, 68]","[{""client_id"": 18, ""task_id"": 0}, {""client_id"": 1, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 63, ""task_id"": 3}, {""client_id"": 59, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 88, ""task_id"": 6}, {""client_id"": 39, ""task_id"": 7}, {""client_id"": 97, ""task_id"": 8}, {""client_id"": 68, ""task_id"": 9}]","[4900142, 4901139, 4902136, 4903133, 4904130, 4905127, 4906124, 4907121, 4908118, 4909115]",1,0
49,FedPhoenixRG,1,60.54999923706055,11.704904899990652,0.0,"[44, 11, 93, 47, 54, 9, 81, 94, 45, 65]","[{""client_id"": 44, ""task_id"": 0}, {""client_id"": 11, ""task_id"": 1}, {""client_id"": 93, ""task_id"": 2}, {""client_id"": 47, ""task_id"": 3}, {""client_id"": 54, ""task_id"": 4}, {""client_id"": 9, ""task_id"": 5}, {""client_id"": 81, ""task_id"": 6}, {""client_id"": 94, ""task_id"": 7}, {""client_id"": 45, ""task_id"": 8}, {""client_id"": 65, ""task_id"": 9}]","[5000145, 5001142, 5002139, 5003136, 5004133, 5005130, 5006127, 5007124, 5008121, 5009118]",1,0
50,FedPhoenixRG,1,61.68000030517578,8.331920099968556,0.0,"[48, 43, 51, 76, 99, 39, 38, 73, 89, 80]","[{""client_id"": 48, ""task_id"": 0}, {""client_id"": 43, ""task_id"": 1}, {""client_id"": 51, ""task_id"": 2}, {""client_id"": 76, ""task_id"": 3}, {""client_id"": 99, ""task_id"": 4}, {""client_id"": 39, ""task_id"": 5}, {""client_id"": 38, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 89, ""task_id"": 8}, {""client_id"": 80, ""task_id"": 9}]","[5100148, 5101145, 5102142, 5103139, 5104136, 5105133, 5106130, 5107127, 5108124, 5109121]",1,0
51,FedPhoenixRG,1,57.380001068115234,10.10155780002242,0.0,"[34, 16, 99, 17, 62, 58, 96, 29, 90, 30]","[{""client_id"": 34, ""task_id"": 0}, {""client_id"": 16, ""task_id"": 1}, {""client_id"": 99, ""task_id"": 2}, {""client_id"": 17, ""task_id"": 3}, {""client_id"": 62, ""task_id"": 4}, {""client_id"": 58, ""task_id"": 5}, {""client_id"": 96, ""task_id"": 6}, {""client_id"": 29, ""task_id"": 7}, {""client_id"": 90, ""task_id"": 8}, {""client_id"": 30, ""task_id"": 9}]","[5200151, 5201148, 5202145, 5203142, 5204139, 5205136, 5206133, 5207130, 5208127, 5209124]",1,0
52,FedPhoenixRG,1,66.75,8.552308199985418,0.0,"[8, 59, 78, 95, 25, 35, 99, 86, 54, 64]","[{""client_id"": 8, ""task_id"": 0}, {""client_id"": 59, ""task_id"": 1}, {""client_id"": 78, ""task_id"": 2}, {""client_id"": 95, ""task_id"": 3}, {""client_id"": 25, ""task_id"": 4}, {""client_id"": 35, ""task_id"": 5}, {""client_id"": 99, ""task_id"": 6}, {""client_id"": 86, ""task_id"": 7}, {""client_id"": 54, ""task_id"": 8}, {""client_id"": 64, ""task_id"": 9}]","[5300154, 5301151, 5302148, 5303145, 5304142, 5305139, 5306136, 5307133, 5308130, 5309127]",1,0
53,FedPhoenixRG,1,57.939998626708984,10.64526650001062,0.0,"[87, 42, 55, 74, 37, 10, 26, 23, 57, 62]","[{""client_id"": 87, ""task_id"": 0}, {""client_id"": 42, ""task_id"": 1}, {""client_id"": 55, ""task_id"": 2}, {""client_id"": 74, ""task_id"": 3}, {""client_id"": 37, ""task_id"": 4}, {""client_id"": 10, ""task_id"": 5}, {""client_id"": 26, ""task_id"": 6}, {""client_id"": 23, ""task_id"": 7}, {""client_id"": 57, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]","[5400157, 5401154, 5402151, 5403148, 5404145, 5405142, 5406139, 5407136, 5408133, 5409130]",1,0
54,FedPhoenixRG,1,50.369998931884766,7.8837220999994315,0.0,"[84, 2, 76, 48, 68, 40, 92, 8, 42, 46]","[{""client_id"": 84, ""task_id"": 0}, {""client_id"": 2, ""task_id"": 1}, {""client_id"": 76, ""task_id"": 2}, {""client_id"": 48, ""task_id"": 3}, {""client_id"": 68, ""task_id"": 4}, {""client_id"": 40, ""task_id"": 5}, {""client_id"": 92, ""task_id"": 6}, {""client_id"": 8, ""task_id"": 7}, {""client_id"": 42, ""task_id"": 8}, {""client_id"": 46, ""task_id"": 9}]","[5500160, 5501157, 5502154, 5503151, 5504148, 5505145, 5506142, 5507139, 5508136, 5509133]",1,0
55,FedPhoenixRG,1,66.4800033569336,10.329052999964915,0.0,"[91, 70, 16, 58, 10, 35, 31, 86, 62, 54]","[{""client_id"": 91, ""task_id"": 0}, {""client_id"": 70, ""task_id"": 1}, {""client_id"": 16, ""task_id"": 2}, {""client_id"": 58, ""task_id"": 3}, {""client_id"": 10, ""task_id"": 4}, {""client_id"": 35, ""task_id"": 5}, {""client_id"": 31, ""task_id"": 6}, {""client_id"": 86, ""task_id"": 7}, {""client_id"": 62, ""task_id"": 8}, {""client_id"": 54, ""task_id"": 9}]","[5600163, 5601160, 5602157, 5603154, 5604151, 5605148, 5606145, 5607142, 5608139, 5609136]",1,0
56,FedPhoenixRG,1,65.62000274658203,10.466618500009645,0.0,"[32, 41, 20, 75, 69, 62, 74, 38, 80, 58]","[{""client_id"": 32, ""task_id"": 0}, {""client_id"": 41, ""task_id"": 1}, {""client_id"": 20, ""task_id"": 2}, {""client_id"": 75, ""task_id"": 3}, {""client_id"": 69, ""task_id"": 4}, {""client_id"": 62, ""task_id"": 5}, {""client_id"": 74, ""task_id"": 6}, {""client_id"": 38, ""task_id"": 7}, {""client_id"": 80, ""task_id"": 8}, {""client_id"": 58, ""task_id"": 9}]","[5700166, 5701163, 5702160, 5703157, 5704154, 5705151, 5706148, 5707145, 5708142, 5709139]",1,0
57,FedPhoenixRG,1,59.9900016784668,8.648144699982367,0.0,"[89, 0, 84, 16, 97, 67, 41, 38, 59, 60]","[{""client_id"": 89, ""task_id"": 0}, {""client_id"": 0, ""task_id"": 1}, {""client_id"": 84, ""task_id"": 2}, {""client_id"": 16, ""task_id"": 3}, {""client_id"": 97, ""task_id"": 4}, {""client_id"": 67, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 38, ""task_id"": 7}, {""client_id"": 59, ""task_id"": 8}, {""client_id"": 60, ""task_id"": 9}]","[5800169, 5801166, 5802163, 5803160, 5804157, 5805154, 5806151, 5807148, 5808145, 5809142]",1,0
58,FedPhoenixRG,1,44.84000015258789,8.52675520000048,0.0,"[59, 21, 34, 35, 95, 41, 9, 12, 47, 42]","[{""client_id"": 59, ""task_id"": 0}, {""client_id"": 21, ""task_id"": 1}, {""client_id"": 34, ""task_id"": 2}, {""client_id"": 35, ""task_id"": 3}, {""client_id"": 95, ""task_id"": 4}, {""client_id"": 41, ""task_id"": 5}, {""client_id"": 9, ""task_id"": 6}, {""client_id"": 12, ""task_id"": 7}, {""client_id"": 47, ""task_id"": 8}, {""client_id"": 42, ""task_id"": 9}]","[5900172, 5901169, 5902166, 5903163, 5904160, 5905157, 5906154, 5907151, 5908148, 5909145]",1,0
59,FedPhoenixRG,1,63.689998626708984,10.281661899993196,0.0,"[88, 78, 75, 43, 57, 63, 34, 79, 17, 93]","[{""client_id"": 88, ""task_id"": 0}, {""client_id"": 78, ""task_id"": 1}, {""client_id"": 75, ""task_id"": 2}, {""client_id"": 43, ""task_id"": 3}, {""client_id"": 57, ""task_id"": 4}, {""client_id"": 63, ""task_id"": 5}, {""client_id"": 34, ""task_id"": 6}, {""client_id"": 79, ""task_id"": 7}, {""client_id"": 17, ""task_id"": 8}, {""client_id"": 93, ""task_id"": 9}]","[6000175, 6001172, 6002169, 6003166, 6004163, 6005160, 6006157, 6007154, 6008151, 6009148]",1,0
60,FedPhoenixRG,1,65.58000183105469,8.024987599987071,0.0,"[76, 35, 9, 75, 32, 97, 53, 72, 27, 91]","[{""client_id"": 76, ""task_id"": 0}, {""client_id"": 35, ""task_id"": 1}, {""client_id"": 9, ""task_id"": 2}, {""client_id"": 75, ""task_id"": 3}, {""client_id"": 32, ""task_id"": 4}, {""client_id"": 97, ""task_id"": 5}, {""client_id"": 53, ""task_id"": 6}, {""client_id"": 72, ""task_id"": 7}, {""client_id"": 27, ""task_id"": 8}, {""client_id"": 91, ""task_id"": 9}]","[6100178, 6101175, 6102172, 6103169, 6104166, 6105163, 6106160, 6107157, 6108154, 6109151]",1,1
61,FedPhoenixRG,1,67.16999816894531,12.183952899998985,0.0,"[60, 14, 9, 43, 15, 68, 7, 44, 65, 89]","[{""client_id"": 60, ""task_id"": 0}, {""client_id"": 14, ""task_id"": 1}, {""client_id"": 9, ""task_id"": 2}, {""client_id"": 43, ""task_id"": 3}, {""client_id"": 15, ""task_id"": 4}, {""client_id"": 68, ""task_id"": 5}, {""client_id"": 7, ""task_id"": 6}, {""client_id"": 44, ""task_id"": 7}, {""client_id"": 65, ""task_id"": 8}, {""client_id"": 89, ""task_id"": 9}]","[6200181, 6201178, 6202175, 6203172, 6204169, 6205166, 6206163, 6207160, 6208157, 6209154]",1,0
62,FedPhoenixRG,1,65.47000122070312,10.056961500027683,0.0,"[56, 67, 28, 93, 30, 71, 78, 48, 25, 19]","[{""client_id"": 56, ""task_id"": 0}, {""client_id"": 67, ""task_id"": 1}, {""client_id"": 28, ""task_id"": 2}, {""client_id"": 93, ""task_id"": 3}, {""client_id"": 30, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 78, ""task_id"": 6}, {""client_id"": 48, ""task_id"": 7}, {""client_id"": 25, ""task_id"": 8}, {""client_id"": 19, ""task_id"": 9}]","[6300184, 6301181, 6302178, 6303175, 6304172, 6305169, 6306166, 6307163, 6308160, 6309157]",1,0
63,FedPhoenixRG,1,66.08000183105469,9.888453199993819,0.0,"[61, 18, 63, 89, 0, 99, 42, 76, 81, 9]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 18, ""task_id"": 1}, {""client_id"": 63, ""task_id"": 2}, {""client_id"": 89, ""task_id"": 3}, {""client_id"": 0, ""task_id"": 4}, {""client_id"": 99, ""task_id"": 5}, {""client_id"": 42, ""task_id"": 6}, {""client_id"": 76, ""task_id"": 7}, {""client_id"": 81, ""task_id"": 8}, {""client_id"": 9, ""task_id"": 9}]","[6400187, 6401184, 6402181, 6403178, 6404175, 6405172, 6406169, 6407166, 6408163, 6409160]",1,0
64,FedPhoenixRG,1,64.38999938964844,10.759883999999147,0.0,"[14, 22, 8, 93, 29, 90, 73, 28, 57, 58]","[{""client_id"": 14, ""task_id"": 0}, {""client_id"": 22, ""task_id"": 1}, {""client_id"": 8, ""task_id"": 2}, {""client_id"": 93, ""task_id"": 3}, {""client_id"": 29, ""task_id"": 4}, {""client_id"": 90, ""task_id"": 5}, {""client_id"": 73, ""task_id"": 6}, {""client_id"": 28, ""task_id"": 7}, {""client_id"": 57, ""task_id"": 8}, {""client_id"": 58, ""task_id"": 9}]","[6500190, 6501187, 6502184, 6503181, 6504178, 6505175, 6506172, 6507169, 6508166, 6509163]",1,0
65,FedPhoenixRG,1,66.33000183105469,11.134985400014557,0.0,"[16, 90, 78, 23, 55, 61, 31, 0, 11, 82]","[{""client_id"": 16, ""task_id"": 0}, {""client_id"": 90, ""task_id"": 1}, {""client_id"": 78, ""task_id"": 2}, {""client_id"": 23, ""task_id"": 3}, {""client_id"": 55, ""task_id"": 4}, {""client_id"": 61, ""task_id"": 5}, {""client_id"": 31, ""task_id"": 6}, {""client_id"": 0, ""task_id"": 7}, {""client_id"": 11, ""task_id"": 8}, {""client_id"": 82, ""task_id"": 9}]","[6600193, 6601190, 6602187, 6603184, 6604181, 6605178, 6606175, 6607172, 6608169, 6609166]",1,0
66,FedPhoenixRG,1,64.36000061035156,11.895173100056127,0.0,"[28, 65, 16, 72, 11, 36, 19, 51, 81, 53]","[{""client_id"": 28, ""task_id"": 0}, {""client_id"": 65, ""task_id"": 1}, {""client_id"": 16, ""task_id"": 2}, {""client_id"": 72, ""task_id"": 3}, {""client_id"": 11, ""task_id"": 4}, {""client_id"": 36, ""task_id"": 5}, {""client_id"": 19, ""task_id"": 6}, {""client_id"": 51, ""task_id"": 7}, {""client_id"": 81, ""task_id"": 8}, {""client_id"": 53, ""task_id"": 9}]","[6700196, 6701193, 6702190, 6703187, 6704184, 6705181, 6706178, 6707175, 6708172, 6709169]",1,0
67,FedPhoenixRG,1,62.20000076293945,9.490190000040457,0.0,"[53, 63, 96, 28, 78, 90, 58, 73, 34, 4]","[{""client_id"": 53, ""task_id"": 0}, {""client_id"": 63, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 28, ""task_id"": 3}, {""client_id"": 78, ""task_id"": 4}, {""client_id"": 90, ""task_id"": 5}, {""client_id"": 58, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 34, ""task_id"": 8}, {""client_id"": 4, ""task_id"": 9}]","[6800199, 6801196, 6802193, 6803190, 6804187, 6805184, 6806181, 6807178, 6808175, 6809172]",1,0
68,FedPhoenixRG,1,57.16999816894531,9.885086700029206,0.0,"[38, 57, 22, 41, 70, 39, 10, 5, 17, 32]","[{""client_id"": 38, ""task_id"": 0}, {""client_id"": 57, ""task_id"": 1}, {""client_id"": 22, ""task_id"": 2}, {""client_id"": 41, ""task_id"": 3}, {""client_id"": 70, ""task_id"": 4}, {""client_id"": 39, ""task_id"": 5}, {""client_id"": 10, ""task_id"": 6}, {""client_id"": 5, ""task_id"": 7}, {""client_id"": 17, ""task_id"": 8}, {""client_id"": 32, ""task_id"": 9}]","[6900202, 6901199, 6902196, 6903193, 6904190, 6905187, 6906184, 6907181, 6908178, 6909175]",1,0
69,FedPhoenixRG,1,70.62999725341797,9.07452209998155,0.0,"[60, 67, 48, 59, 46, 94, 22, 29, 53, 97]","[{""client_id"": 60, ""task_id"": 0}, {""client_id"": 67, ""task_id"": 1}, {""client_id"": 48, ""task_id"": 2}, {""client_id"": 59, ""task_id"": 3}, {""client_id"": 46, ""task_id"": 4}, {""client_id"": 94, ""task_id"": 5}, {""client_id"": 22, ""task_id"": 6}, {""client_id"": 29, ""task_id"": 7}, {""client_id"": 53, ""task_id"": 8}, {""client_id"": 97, ""task_id"": 9}]","[7000205, 7001202, 7002199, 7003196, 7004193, 7005190, 7006187, 7007184, 7008181, 7009178]",1,0
70,FedPhoenixRG,1,62.65999984741211,9.114445599960163,0.0,"[61, 33, 76, 48, 37, 54, 38, 13, 8, 39]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 33, ""task_id"": 1}, {""client_id"": 76, ""task_id"": 2}, {""client_id"": 48, ""task_id"": 3}, {""client_id"": 37, ""task_id"": 4}, {""client_id"": 54, ""task_id"": 5}, {""client_id"": 38, ""task_id"": 6}, {""client_id"": 13, ""task_id"": 7}, {""client_id"": 8, ""task_id"": 8}, {""client_id"": 39, ""task_id"": 9}]","[7100208, 7101205, 7102202, 7103199, 7104196, 7105193, 7106190, 7107187, 7108184, 7109181]",1,0
71,FedPhoenixRG,1,58.599998474121094,9.255306500010192,0.0,"[31, 88, 91, 25, 50, 95, 67, 45, 80, 70]","[{""client_id"": 31, ""task_id"": 0}, {""client_id"": 88, ""task_id"": 1}, {""client_id"": 91, ""task_id"": 2}, {""client_id"": 25, ""task_id"": 3}, {""client_id"": 50, ""task_id"": 4}, {""client_id"": 95, ""task_id"": 5}, {""client_id"": 67, ""task_id"": 6}, {""client_id"": 45, ""task_id"": 7}, {""client_id"": 80, ""task_id"": 8}, {""client_id"": 70, ""task_id"": 9}]","[7200211, 7201208, 7202205, 7203202, 7204199, 7205196, 7206193, 7207190, 7208187, 7209184]",1,0
72,FedPhoenixRG,1,62.7400016784668,10.579915599955712,0.0,"[3, 23, 17, 94, 61, 43, 63, 91, 37, 84]","[{""client_id"": 3, ""task_id"": 0}, {""client_id"": 23, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 94, ""task_id"": 3}, {""client_id"": 61, ""task_id"": 4}, {""client_id"": 43, ""task_id"": 5}, {""client_id"": 63, ""task_id"": 6}, {""client_id"": 91, ""task_id"": 7}, {""client_id"": 37, ""task_id"": 8}, {""client_id"": 84, ""task_id"": 9}]","[7300214, 7301211, 7302208, 7303205, 7304202, 7305199, 7306196, 7307193, 7308190, 7309187]",1,0
73,FedPhoenixRG,1,66.20999908447266,10.370078199950512,0.0,"[11, 73, 78, 47, 45, 83, 36, 75, 91, 57]","[{""client_id"": 11, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 78, ""task_id"": 2}, {""client_id"": 47, ""task_id"": 3}, {""client_id"": 45, ""task_id"": 4}, {""client_id"": 83, ""task_id"": 5}, {""client_id"": 36, ""task_id"": 6}, {""client_id"": 75, ""task_id"": 7}, {""client_id"": 91, ""task_id"": 8}, {""client_id"": 57, ""task_id"": 9}]","[7400217, 7401214, 7402211, 7403208, 7404205, 7405202, 7406199, 7407196, 7408193, 7409190]",1,0
74,FedPhoenixRG,1,68.95999908447266,9.947197299974505,0.0,"[46, 54, 66, 62, 96, 49, 24, 75, 60, 52]","[{""client_id"": 46, ""task_id"": 0}, {""client_id"": 54, ""task_id"": 1}, {""client_id"": 66, ""task_id"": 2}, {""client_id"": 62, ""task_id"": 3}, {""client_id"": 96, ""task_id"": 4}, {""client_id"": 49, ""task_id"": 5}, {""client_id"": 24, ""task_id"": 6}, {""client_id"": 75, ""task_id"": 7}, {""client_id"": 60, ""task_id"": 8}, {""client_id"": 52, ""task_id"": 9}]","[7500220, 7501217, 7502214, 7503211, 7504208, 7505205, 7506202, 7507199, 7508196, 7509193]",1,0
75,FedPhoenixRG,1,71.25,10.273704700055532,0.0,"[75, 51, 39, 89, 14, 54, 41, 30, 24, 80]","[{""client_id"": 75, ""task_id"": 0}, {""client_id"": 51, ""task_id"": 1}, {""client_id"": 39, ""task_id"": 2}, {""client_id"": 89, ""task_id"": 3}, {""client_id"": 14, ""task_id"": 4}, {""client_id"": 54, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 30, ""task_id"": 7}, {""client_id"": 24, ""task_id"": 8}, {""client_id"": 80, ""task_id"": 9}]","[7600223, 7601220, 7602217, 7603214, 7604211, 7605208, 7606205, 7607202, 7608199, 7609196]",1,0
76,FedPhoenixRG,1,64.13999938964844,9.408898300025612,0.0,"[67, 90, 45, 78, 32, 86, 50, 55, 33, 60]","[{""client_id"": 67, ""task_id"": 0}, {""client_id"": 90, ""task_id"": 1}, {""client_id"": 45, ""task_id"": 2}, {""client_id"": 78, ""task_id"": 3}, {""client_id"": 32, ""task_id"": 4}, {""client_id"": 86, ""task_id"": 5}, {""client_id"": 50, ""task_id"": 6}, {""client_id"": 55, ""task_id"": 7}, {""client_id"": 33, ""task_id"": 8}, {""client_id"": 60, ""task_id"": 9}]","[7700226, 7701223, 7702220, 7703217, 7704214, 7705211, 7706208, 7707205, 7708202, 7709199]",1,0
77,FedPhoenixRG,1,63.630001068115234,8.093347400019411,0.0,"[4, 16, 51, 33, 89, 30, 13, 77, 43, 85]","[{""client_id"": 4, ""task_id"": 0}, {""client_id"": 16, ""task_id"": 1}, {""client_id"": 51, ""task_id"": 2}, {""client_id"": 33, ""task_id"": 3}, {""client_id"": 89, ""task_id"": 4}, {""client_id"": 30, ""task_id"": 5}, {""client_id"": 13, ""task_id"": 6}, {""client_id"": 77, ""task_id"": 7}, {""client_id"": 43, ""task_id"": 8}, {""client_id"": 85, ""task_id"": 9}]","[7800229, 7801226, 7802223, 7803220, 7804217, 7805214, 7806211, 7807208, 7808205, 7809202]",1,0
78,FedPhoenixRG,1,65.05999755859375,9.90805069997441,0.0,"[97, 76, 96, 72, 42, 17, 33, 51, 24, 36]","[{""client_id"": 97, ""task_id"": 0}, {""client_id"": 76, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 72, ""task_id"": 3}, {""client_id"": 42, ""task_id"": 4}, {""client_id"": 17, ""task_id"": 5}, {""client_id"": 33, ""task_id"": 6}, {""client_id"": 51, ""task_id"": 7}, {""client_id"": 24, ""task_id"": 8}, {""client_id"": 36, ""task_id"": 9}]","[7900232, 7901229, 7902226, 7903223, 7904220, 7905217, 7906214, 7907211, 7908208, 7909205]",1,0
79,FedPhoenixRG,1,70.55999755859375,8.582666200003587,0.0,"[22, 47, 61, 27, 50, 96, 89, 97, 85, 30]","[{""client_id"": 22, ""task_id"": 0}, {""client_id"": 47, ""task_id"": 1}, {""client_id"": 61, ""task_id"": 2}, {""client_id"": 27, ""task_id"": 3}, {""client_id"": 50, ""task_id"": 4}, {""client_id"": 96, ""task_id"": 5}, {""client_id"": 89, ""task_id"": 6}, {""client_id"": 97, ""task_id"": 7}, {""client_id"": 85, ""task_id"": 8}, {""client_id"": 30, ""task_id"": 9}]","[8000235, 8001232, 8002229, 8003226, 8004223, 8005220, 8006217, 8007214, 8008211, 8009208]",1,0
80,FedPhoenixRG,1,68.80000305175781,9.124779400008265,0.0,"[44, 70, 23, 38, 74, 21, 82, 4, 88, 98]","[{""client_id"": 44, ""task_id"": 0}, {""client_id"": 70, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 38, ""task_id"": 3}, {""client_id"": 74, ""task_id"": 4}, {""client_id"": 21, ""task_id"": 5}, {""client_id"": 82, ""task_id"": 6}, {""client_id"": 4, ""task_id"": 7}, {""client_id"": 88, ""task_id"": 8}, {""client_id"": 98, ""task_id"": 9}]","[8100238, 8101235, 8102232, 8103229, 8104226, 8105223, 8106220, 8107217, 8108214, 8109211]",1,1
81,FedPhoenixRG,1,65.08999633789062,10.792409599991515,0.0,"[90, 72, 65, 50, 85, 56, 4, 80, 31, 17]","[{""client_id"": 90, ""task_id"": 0}, {""client_id"": 72, ""task_id"": 1}, {""client_id"": 65, ""task_id"": 2}, {""client_id"": 50, ""task_id"": 3}, {""client_id"": 85, ""task_id"": 4}, {""client_id"": 56, ""task_id"": 5}, {""client_id"": 4, ""task_id"": 6}, {""client_id"": 80, ""task_id"": 7}, {""client_id"": 31, ""task_id"": 8}, {""client_id"": 17, ""task_id"": 9}]","[8200241, 8201238, 8202235, 8203232, 8204229, 8205226, 8206223, 8207220, 8208217, 8209214]",1,0
82,FedPhoenixRG,1,66.33000183105469,8.209605799987912,0.0,"[61, 40, 41, 34, 97, 51, 50, 13, 22, 8]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 40, ""task_id"": 1}, {""client_id"": 41, ""task_id"": 2}, {""client_id"": 34, ""task_id"": 3}, {""client_id"": 97, ""task_id"": 4}, {""client_id"": 51, ""task_id"": 5}, {""client_id"": 50, ""task_id"": 6}, {""client_id"": 13, ""task_id"": 7}, {""client_id"": 22, ""task_id"": 8}, {""client_id"": 8, ""task_id"": 9}]","[8300244, 8301241, 8302238, 8303235, 8304232, 8305229, 8306226, 8307223, 8308220, 8309217]",1,0
